property_name,price,location,area,bathrooms,beds
شقة مفروشة باربع غرف نوم بسعر 45 ريال,OMR 50,"Salalah, Dhofar•",225 SQM,3,4
House shiffting service all  oman Muscat and oman to Dubai,OMR 105Negotiable,"Al Ghubrah, Muscat•",65 SQM,5,4
House shiffting professional carpenter service,OMR 110Negotiable,"Al Maabilah, Muscat•",95 SQM,4,4
بيت  للإيجار,OMR 200,"Al Buraimi, Al Buraimi•",300 SQM,6,4
TOWNHOUSE IN HWANA SALALAH FOR RENTتاون هاوس,OMR 50Negotiable,"Salalah, Dhofar•",75 SQM,2,1
New Villa For Rent,OMR 500Negotiable,"Al Amarat, Muscat•",327 SQM,8,6
Spacious 1BHK Apartment for Rent in Muscat Prime Location Great,OMR 180Negotiable,"Madinat As Sultan Qaboos, Muscat•",100 SQM,1,1
شاليه The deer مكان للاستجمام لك ولعائلتك عرض الصيف 65 ريال ايام اسبوع,OMR 65,"Barka, Al Batinah•","1,200 SQM",5,2
1 room for  rent. Filipino only,OMR 120Negotiable,"Azaiba, Muscat•",20 SQM,1,1
شعبيه قلعه العوامر ازكي محافظه الداخليه,OMR 13,"Izki, Al Dakhiliya•",20 SQM,1,1
Bed space available for Pakistani 28 rial all free,OMR 30,"Al Khoud, Muscat•",500 SQM,1,1
Bedspace executive Indian bachelor - الغرفة متاحة فقط للملاباري,OMR 30,"Al Khoud, Muscat•",50 SQM,1,1
bed space available in souq alkhod water electricity wifi all free 28,OMR 30,"Al Khoud, Muscat•",500 SQM,1,1
Bath attached room available - فقط للملاباري,OMR 60,"Al Khoud, Muscat•",50 SQM,1,1
ارض سكني تجاري للايجار و الاستثمار بركاء,OMR 300Negotiable,"Barka, Al Batinah•",619 SQM,Not specified,Not specified
OFFICE SPACE FOR RENT,OMR 150,"Mutrah, Muscat•",10 SQM,Not specified,Not specified
عقود ايجار مؤقته تجاري/ سكني,OMR 80,"Bosher, Muscat•",300 SQM,Not specified,Not specified
"Monthly, Weekly and Daily Furnished Room in Muscat in Al Khoud",OMR 10,"Al Khoud, Muscat•",30 SQM,1,1
Lovely townhouse for RENT in Qurum,OMR 500,"Qurum, Muscat•",325 SQM,4,4
وحدات سكنيه للايجار بمسقط وشقق وغرف,OMR 180,"Azaiba, Muscat•",60 SQM,1,1
غرفه نظيفه للإيجار اليومي,OMR 24,"Salalah, Dhofar•",100 SQM,1,1
or rent industrial land in Rusayl,OMR 600Negotiable,"Al Rusayl, Muscat•",750 SQM,Not specified,Not specified
شقة ٣ غرف مفروشة للايجار يوميا ريال 30 furnished 3 room apartment rent,OMR 50Negotiable,"Salalah, Dhofar•",300 SQM,3,3
غرفة مفروشة للايجار يوميا15 rial  furnished room for  daily Rent,OMR 50Negotiable,"Salalah, Dhofar•",80 SQM,1,1
"Villa for rent , daily price is 25 rial",OMR 50Negotiable,"Salalah, Dhofar•",130 SQM,3,3
Studio Apartment fully furnished for non cooking bachelor,OMR 160,"Azaiba, Muscat•",170 SQM,1,1
Banner#f01 :Luxurious 1 BHK flat in Muscat Hills for rent,OMR 430Negotiable,"Muscat Hills, Muscat•",80 SQM,2,1
سكن وغرف مشتركة في المعبيلة,OMR 30,"Al Maabilah, Muscat•",20 SQM,1,1
I want family room,OMR 70Negotiable,"Al Amarat, Muscat•",50 SQM,1,1
فيلا خمس غرف للايجار اليومي بمنطقة صحلنوت,OMR 90,"Salalah, Dhofar•","2,500 SQM",5,5
For rent  للإيجار,OMR 500Negotiable,"Al Ghubrah, Muscat•",350 SQM,3,3
غرفة  وحمام في الغبرة الجنوبية Southern Ghubrah room and,OMR 150,"Muscat - Other, Muscat•",40 SQM,1,1
female bed space ladies room,OMR 50,"Al Ghubrah, Muscat•",100 SQM,1,1
office space for rent,OMR 65,"Al Ghubrah, Muscat•",100 SQM,Not specified,Not specified
مكتب جاهز للايجار,OMR 660,"Qurum, Muscat•",110 SQM,Not specified,Not specified
Shops Ruwi Souq Prime Location محلات سوق روي موقع مميز,OMR 750Negotiable,"Ruwi, Muscat•",57 SQM,Not specified,Not specified
Furnished Room for Indians Only,OMR 130,"Ghala, Muscat•",250 SQM,1,1
"For monthly and daily rent, bad in shared room All inclusive services.",OMR 35,"Al Khuwair, Muscat•",100 SQM,2,3
daily or month rent shared For girls and employees Inmiddle Al-Maha St,OMR 40,"Bosher, Muscat•",95 SQM,3,3
"daily and monthly rent, shared rooms,master and single, AlMaha Street",OMR 120,"Al Khuwair, Muscat•",60 SQM,1,1
سرير للايجار بغرفة ثلاثي,OMR 40,"Al Khoud, Muscat•",40 SQM,1,1
شاليه الميثا,OMR 55,"Al Maabilah, Muscat•",200 SQM,2,2
شمال عوقد,OMR 20,"Salalah, Dhofar•",15 SQM,1,3
NO CONTRACT Fully Furnished 2 BHK Flat in Falaj Sohar near KFC,OMR 190,"Sohar, Al Batinah•",55 SQM,2,2
Shop and rooms  for rent in Misfah Muscat,OMR 80Negotiable,"Misfah, Muscat•",60 SQM,Not specified,Not specified
luxury vilaa for rent فيلا فاخرة وراقية للإيجار,OMR 150,"Al Sifah, Muscat•","1,200 SQM",4,3
HDEP pipe welding machine for rent,"OMR 1,000Negotiable","Misfah, Muscat•",10 SQM,Not specified,Not specified
عدونب,OMR 80Negotiable,"Salalah, Dhofar•",600 SQM,4,3
Shell & core elegant office space in Qurm.,"OMR 1,200Negotiable","Qurum, Muscat•",210 SQM,Not specified,Not specified
villa for rent in Muttrah Cornaish,OMR 190Negotiable,"Mutrah, Muscat•",60 SQM,2,3
Room for executive,OMR 150,"Al Khuwair, Muscat•",12 SQM,1,1
prime location apartment,OMR 300Negotiable,"Al Seeb, Muscat•",65 SQM,2,1
Investment oppurtunity,"OMR 1,000Negotiable","Al Sinainah, Al Buraimi•","10,507 SQM",Not specified,Not specified
Spacious Room for rent,OMR 75,"Al Wadi Al Kabir, Muscat•",50 SQM,1,1
Room for rent in Al khuwair south,OMR 90,"Al Khuwair, Muscat•",10 SQM,1,1
للإيجار ارض صناعيه مسوره للتواصل 99256919,OMR 200,"Suwaiq, Al Batinah•","1,150 SQM",Not specified,Not specified
warehouse ( store )for rent in south algubrah in the besment,OMR 50Negotiable,"Al Ghubrah, Muscat•",40 SQM,Not specified,Not specified
2BHK Apartment for Rent in Bousher,OMR 270Negotiable,"Bosher, Muscat•",80 SQM,2,2
The links one bedroom apartment for rent,OMR 325,"Al Seeb, Muscat•",68 SQM,2,1
shop in Mabaila محل بالمعبيلة,OMR 89,"Al Maabilah, Muscat•",35 SQM,Not specified,Not specified
شقة صلاله نظيفه وواسعه للايجار اليومي,OMR 50,"Salalah, Dhofar•",10 SQM,2,2
محل للايجار في منطقة الجفنين,OMR 70Negotiable,"Al Rusayl, Muscat•",24 SQM,Not specified,Not specified
beautiful gardan in barka for rent,OMR 60Negotiable,"Barka, Al Batinah•",130 SQM,5,2
Sharing room for rent only filipina lady,OMR 55Negotiable,"Al Hail, Muscat•",80 SQM,1,1
2 Shops In Heart Of Ruwi Market محلين في قلب سوق روي,OMR 250Negotiable,"Ruwi, Muscat•",11.5 SQM,Not specified,Not specified
طاقة قريب دربات,OMR 110,"Taqah, Dhofar•",350 SQM,6,6
غرف للايجار,OMR 30,"Taqah, Dhofar•",60 SQM,1,1
sharing room bed space 25 omr ruwi,OMR 40,"Ruwi, Muscat•",50 SQM,1,1
غرفة رخيصة للإيجار في خريف صلالة,OMR 50,"Salalah, Dhofar•",50 SQM,5,5
cheap and best room for rent salalah khareef,OMR 50,"Salalah, Dhofar•",50 SQM,1,1
بالخوير-غرفة كبيرة بحمام- تصلح لـ 3 أو 4 أصدقاء-للإيجار الشهري,OMR 150,"Al Khuwair, Muscat•",50 SQM,1,1
غرفة نوم وحمام في السعادة الجنوبيه,OMR 20,"Salalah, Dhofar•",25 SQM,1,1
شقة الإيجار في السعادة الجنوبيه,OMR 65,"Salalah, Dhofar•",100 SQM,3,4
flat for rent in elkhwair all furniture,OMR 250,"Al Khuwair, Muscat•",65 SQM,1,1
flat 1bhk in elkhwair with new furniture and included all bills,OMR 280,"Al Khuwair, Muscat•",70 SQM,1,1
أرض صناعية الملدة للإجار او الإستثمار من الماالك,OMR 150Negotiable,"Suwaiq, Al Batinah•","1,000 SQM",Not specified,Not specified
a shop for rent locates on Ansab/Muscat expressway first line (38 m² ),OMR 260Negotiable,"Ansab, Muscat•",38 SQM,Not specified,Not specified
A commodation 4 staff  : 3 studio flats +2seprate rooms with bathrooms,OMR 300Negotiable,"Ruwi, Muscat•",200 SQM,5,5
مطلوب مأجرين عمانين طلاب او موظفين فقط,Price not mentioned,"Al Ghubrah, Muscat•",20 SQM,1,4
استوديو سكني فاخر في منتجع هوانا صلالة,OMR 55,"Salalah, Dhofar•",60 SQM,1,1
شقه غرفتين وصاله ومطبخ وحمامين للإيجار يومي,"OMR 2,500","Salalah, Dhofar•",100 SQM,2,2
شقة جديدة في مركز عبري,OMR 120,"Ibri, Al Dhahirah•",85 SQM,2,2
for run 18:7:2025,OMR 120,"Azaiba, Muscat•",25 SQM,1,1
room for rent,OMR 95Negotiable,"Al Hamriyah, Muscat•",400 SQM,1,1
Shear Room For Rent,OMR 65,"Ghala, Muscat•",180 SQM,1,1
Big single room available in ghala,OMR 110,"Ghala, Muscat•",450 SQM,2,2
صلاله عوقد,"OMR 1,111","Salalah, Dhofar•",150 SQM,3,3
بركة الباطنة صومحان شمالية,OMR 380,"Barka, Al Batinah•",600 SQM,3,3
Room for Rent Amarat,OMR 60,"Al Amarat, Muscat•",30 SQM,1,1
Room for rent with attached bathroom,OMR 120Negotiable,"Al Ghubrah, Muscat•",100 SQM,1,1
غرف للايجار اليومي,OMR 10,"Al Maabilah, Muscat•",600 SQM,7,7
غرف نوم مفروشة للايجار اليومي بالمعبيلة,OMR 10Negotiable,"Al Maabilah, Muscat•",600 SQM,7,7
السعاده الشماليه,OMR 15,"Salalah, Dhofar•",12 SQM,1,1
"amazing penthouse FREE internet, Teracce",OMR 560,"Azaiba, Muscat•",170 SQM,2,2
Executive Bachelor Accommodation,OMR 70Negotiable,"Al Hamriyah, Muscat•",16 SQM,1,1
استراحة للايجار,OMR 100,"Qurayyat, Muscat•",400 SQM,2,2
"Room for Rent in Azaiba, 18 November street",OMR 80,"Azaiba, Muscat•",10 SQM,1,1
very big room for Indian family near city center for family only,OMR 95,"Al Mawaleh, Muscat•",300 SQM,1,1
غرفه كبيره لعائله,OMR 25,"Salalah, Dhofar•",70 SQM,1,1
استراحة المسك,OMR 80Negotiable,"Barka, Al Batinah•","4,500 SQM",4,4
غرفتين صلاله الجديده,"OMR 3,000","Salalah, Dhofar•",50 SQM,1,2
bed space available 22 omr only,OMR 22Negotiable,"Sohar, Al Batinah•",10 SQM,1,1
ROOM FOR RENT,OMR 50Negotiable,"Ruwi, Muscat•",60 SQM,1,1
single room for working lady with attached bathroom fully furnished,OMR 100Negotiable,"Al Ghubrah, Muscat•",20 SQM,1,1
شقق للايجار بقلب صحار قمة في النظافة وبسعر خيالي,OMR 190Negotiable,"Sohar, Al Batinah•",100 SQM,3,2
sharing flat for family,OMR 60,"Mutrah, Muscat•",50 SQM,1,2
شقة للإيجار,OMR 450,"Bosher, Muscat•",122 SQM,3,2
Room Stodio furnished,OMR 120,"Al Khuwair, Muscat•",260 SQM,1,1
محلات تجارية,OMR 250,"Bosher, Muscat•",110 SQM,Not specified,Not specified
Studio Flat,OMR 120,"Al Khuwair, Muscat•",260 SQM,1,1
FURNISHED ROOM FOR RENT- 6 Month's( Looking Only For Malayali Couple ),OMR 120,"Ruwi, Muscat•",15 SQM,1,1
Unfurnished Bedroom with a Toilet,OMR 80,"Al Khoud, Muscat•",45 SQM,1,1
Room for rent 70 RO,OMR 70Negotiable,"Al Hail, Muscat•",10 SQM,0,1
Room for Rent near Fathima Al Ghubra south,OMR 120,"Ghala, Muscat•",12 SQM,1,1
الموج,OMR 650,"The Wave (Almouj), Muscat•",100 SQM,2,2
room for rent,OMR 110,"Al Khuwair, Muscat•",25 SQM,0,1
شقة مفروشة للإيجار اليومي ٢٠ ريال صلالة الجديدة,"OMR 1,111","Salalah, Dhofar•",100 SQM,2,2
صلالة,OMR 50,"Salalah, Dhofar•",30 SQM,1,1
VIP Bed Speces available for male bachelor.,OMR 30Negotiable,"Sohar, Al Batinah•",14 SQM,1,1
غرفه وحمام ومطبخ,OMR 12,"Salalah, Dhofar•",355 SQM,1,1
Land with 5 Shops Available for Rent,OMR 50Negotiable,"Al Duqum, Al Wusta•","1,500 SQM",Not specified,Not specified
1 room for rent at OMR 100/-,OMR 100Negotiable,"Bosher, Muscat•",50 SQM,1,1
فيلا فاخرة للإيجار في هافانا صلالة. villa for rent in Havana salalah,OMR 190Negotiable,"Salalah, Dhofar•","1,000 SQM",2,2
Room for Rent at near Quram Natural park,OMR 85Negotiable,"Qurum, Muscat•",17 SQM,1,1
استراحة مودرن جديدة للإيجار في أتين - صلالة,OMR 90,"Salalah, Dhofar•",400 SQM,2,2
Coffee Shop for Immediate Sale,"OMR 2,200Negotiable","Al Maabilah, Muscat•",33 SQM,Not specified,Not specified
family building for rent,OMR 110,"Al Mawaleh, Muscat•",45 SQM,1,1
شقة فاخرة للايجار في بوشر خلف نادي بوشر بسعر مميز,OMR 230,"Bosher, Muscat•",80 SQM,2,2
العامرات المنطقة الرابعه,OMR 130,"Al Amarat, Muscat•",150 SQM,3,3
1BHK Luxury Fully Furnished Apartment in Muscat Hills,OMR 400Negotiable,"Muscat Hills, Muscat•",80 SQM,2,1
2 rooms fkat in North Hail,OMR 110,"Al Hail, Muscat•",95 SQM,2,2
شقق فخمة لإيجار,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
شقه فندقيه فالمعبيله لأيجار اليومي,OMR 50,"Al Maabilah, Muscat•",96 SQM,2,2
Room for Rent,OMR 80,"Ruwi, Muscat•",15 SQM,1,1
1Bedroom flat in Ruwi Wadi Audai,OMR 65,"Ruwi, Muscat•",65 SQM,1,1
استوديو للاجار في منطقة سندان الصناعيه في حلبان,OMR 70,"Al Maabilah, Muscat•",36 SQM,1,1
بركا -الباطنه,OMR 100,"Barka, Al Batinah•",100 SQM,2,2
Very big Bedroom with separate bathroom,OMR 110Negotiable,"Al Khuwair, Muscat•",10 SQM,1,1
محل خلو في الغبره جنب فندق المها,"OMR 15,000","Al Ghubrah, Muscat•",25 SQM,Not specified,Not specified
new room for rent 110 OMR,OMR 110Negotiable,"Al Ghubrah, Muscat•",12 SQM,1,1
فلة جديدة للأيجار في الخريف,OMR 130,"Salalah, Dhofar•",600 SQM,7,6
Single room attached bathroom sharing kitchen for rent rumais location,OMR 55,"Barka, Al Batinah•",22 SQM,1,1
عقارات للايجار,OMR 100,"Muscat - Other, Muscat•",200 SQM,Not specified,Not specified
غرفه مستقله للايجار,OMR 15,"Salalah, Dhofar•",20 SQM,1,1
Flat for rent Darsait,OMR 210Negotiable,"Darsait, Muscat•",85 SQM,3,2
شقة مفروشة للايجار اليومي ب25 ريال,OMR 50,"Salalah, Dhofar•",111 SQM,3,2
bed space near panorama mall and mall of Oman,OMR 35,"Al Ghubrah, Muscat•",140 SQM,1,1
Bed Space available for Keralite From Aug 01,OMR 60,"Al Ghubrah, Muscat•",50 SQM,1,1
محل خلفي للايجار في المعبيلة 7,OMR 85,"Al Maabilah, Muscat•",18 SQM,Not specified,Not specified
محلات تجاريه للاجار,OMR 300,"Al Maabilah, Muscat•",17 SQM,Not specified,Not specified
2 bhk appartmebt for rent,OMR 450,"Ghala, Muscat•",110 SQM,2,2
بيت الايجار,OMR 90,"Saham, Al Batinah•",80 SQM,2,2
Room for rent,OMR 95Negotiable,"Al Amarat, Muscat•",10 SQM,1,1
Beautiful independent villa for rent in MQ,OMR 650Negotiable,"Madinat As Sultan Qaboos, Muscat•",200 SQM,5,5
1 BHK Ground Floor Flat with Window ACat Al Khuwair Nr Sagar Polyclinc,OMR 170,"Al Khuwair, Muscat•",90 SQM,1,1
Single room available rent for an appartment:Rent:55,OMR 50,"Nizwa, Al Dakhiliya•",230 SQM,1,1
room for rent near mall of Muscat,OMR 75Negotiable,"Al Maabilah, Muscat•",75 SQM,1,1
Bed space available for executive batchlers,OMR 32Negotiable,"Al Maabilah, Muscat•",20 SQM,1,2
فله مستقله مع حوش في عوقد مربع ج,OMR 60,"Salalah, Dhofar•",600 SQM,3,3
"Room for rent,  attached bathroom.",OMR 100,"Al Khuwair, Muscat•",12 SQM,1,1
صلالة السعادة الشمالية قريب سوبر ماركت البهجة,OMR 15,"Salalah, Dhofar•",20 SQM,1,1
Room family or Ladies For Rent in Azaiba,OMR 130,"Azaiba, Muscat•",80 SQM,1,1
Room for rent for Executive people's,OMR 90,"Al Amarat, Muscat•",30 SQM,1,1
Sharing Room for Executive Bechalor,OMR 100,"Ruwi, Muscat•",150 SQM,2,1
Room for rent,OMR 130Negotiable,"Azaiba, Muscat•",100 SQM,1,1
Room for rent,OMR 100Negotiable,"Al Khuwair, Muscat•",120 SQM,1,1
غرف مفروشة للايجار الخوض السوق,OMR 125,"Al Khoud, Muscat•",35 SQM,1,1
الشويميه  Shuimiah شاليه و شعبيه,OMR 50Negotiable,"Shalim and The Hallaniyat Island, Dhofar•",180 SQM,3,2
Full room and bed space,OMR 35,"Al Mawaleh, Muscat•",20 SQM,1,1
Office Space for Rent at Al Hail  مكتب للإيجار في الحيل الشمالية,OMR 290Negotiable,"Al Hail, Muscat•",91 SQM,Not specified,Not specified
Room sharing for rent - csk restaurant building Ghala,OMR 120Negotiable,"Ghala, Muscat•",10 SQM,1,1
One month room rent,OMR 80,"Ruwi, Muscat•",12 SQM,1,1
Single Room attached bath Room for Ren  97634556 cont numbert,OMR 80,"Barka, Al Batinah•",20 SQM,1,1
اجار يومي فلة صلالة / السعادة الشمالية,OMR 100,"Salalah, Dhofar•",230 SQM,5,4
2 Bhk Apartment For Rent in bawsher,OMR 235,"Bosher, Muscat•",75 SQM,2,2
bed space available for Panjabi people only 20rial Al guvrah,OMR 20,"Al Ghubrah, Muscat•",50 SQM,1,1
Ladeis bed spice,OMR 55,"Ghala, Muscat•",400 SQM,2,2
single room in a villa,OMR 80,"Ruwi, Muscat•","565,555 SQM",1,1
الخوير خلف مدرسه الخوير مقابل زاخر مول,OMR 160,"Al Khuwair, Muscat•",50 SQM,1,1
bad space available,OMR 30,"Al Ghubrah, Muscat•",44 SQM,1,1
شقة مفروشة للايجار اليومي,OMR 50,"Haima, Al Wusta•",120 SQM,1,2
Bed space for rent in azaiba what's app only,OMR 30,"Azaiba, Muscat•",60 SQM,1,1
شقق مفروشة للايجار اليومي في السعادة,OMR 50Negotiable,"Salalah, Dhofar•",100 SQM,3,2
صلالة,OMR 60,"Salalah, Dhofar•",350 SQM,3,3
شقة للايجار من ٣ غرف في المعبيلة على خط شارع النور,OMR 170,"Al Maabilah, Muscat•",110 SQM,3,3
شقة واسعة في المعبيلة الجنوبية على شارع النزهة مباشرة,OMR 240,"Al Maabilah, Muscat•",145 SQM,2,2
صلالة (صحنلوت),OMR 13,"Salalah, Dhofar•",50 SQM,1,1
الخوير 33,OMR 185,"Al Khuwair, Muscat•",50 SQM,1,1
1 BHK - big flat with excellent finishing,OMR 160,"Al Wadi Al Kabir, Muscat•",75 SQM,1,1
جنوب الباطنه . بركاء,OMR 50,"Barka, Al Batinah•",245 SQM,2,5
غرف فردية للايجار اليومي في صلالة بسعر اقل من السوق,OMR 50,"Salalah, Dhofar•",100 SQM,1,1
Luxurious 1 BR newly fully furnished in Muscat Hills,OMR 400,"Muscat Hills, Muscat•",70 SQM,2,1
bed space available 35rial. water and electricity wifi included.,OMR 35,"Ruwi, Muscat•",25 SQM,4,3
room rent,OMR 110Negotiable,"Azaiba, Muscat•",200 SQM,1,1
للإيجار ٣ محلات مفتوحه في موقع حيوي في سوق الهمبار صحار,"OMR 1,800","Sohar, Al Batinah•",130 SQM,Not specified,Not specified
Bedspace/Sharing room is available - wadi adia,OMR 50Negotiable,"Al Hamriyah, Muscat•","7,860 SQM",1,1
Madinath Ilam Area,OMR 800,"Madinat As Sultan Qaboos, Muscat•",250 SQM,5,4
"room rent. August ,10th. furnished",OMR 120,"Azaiba, Muscat•",24 SQM,1,1
العامرات الخامسة جنب جمعية المراة,OMR 170Negotiable,"Al Amarat, Muscat•",186 SQM,3,4
Near the German University of Ma'abela,OMR 60,"Al Maabilah, Muscat•",16 SQM,1,1
Room for rent,OMR 110Negotiable,"Al Khuwair, Muscat•",100 SQM,1,1
